1	Sous chef denies murder   Ross_Halpo   [[Ross_Halpo]] never happened
1	Linda Damen's suspicious death   NO PERPETRATOR   [[Warrick]] 200 milligrams that 's more than five times the normal dosage
2	Knife with nail polish smudge   NO PERPETRATOR   [[Catherine]] nail polish
2	Linda Damen valium prescription   Jane Damen   [[Det._'Sully'_Sulik]] her mother does -- jane damen
3	Linda Damen's death confession   John_Damen   [[John_Damen]] it was supposed to be a suicide attempt
3	Chef Petrov's murder   Hostess   [[Grissom]] why did you kill him ?
3	Chef Petrov's murder   Hostess   [[Hostess]] she was a chef
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Apparent heart attack  NO PERPETRATOR  NO DIALOGUE
0	Artificial spinal disc owner  Amy Ennis  [[Robbins]] amy ennis
0	Blood in trash can  NO PERPETRATOR  NO DIALOGUE
1	Organic poison poisoning  Marty Gibson  [[Grissom]] i think maybe it 's time to open a relationship with marty gibson
1	Car prints match woman  Kelly Easton  [[Nick]] prints came back to somebody named 'kelly easton '
2	Snake venom poisoning  Marty Gibson  [[Grissom]] well , sometimes access is all you need
3	Murder of Kelly Easton  Nora Easton  [[Brass]] you 're under arrest for the murder of kelly easton
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Gus Sugarman's murder	Gus Sugarman	[[Brass]] his name is gus sugarman
0	Timmy McCallum shooting	Timmy McCallum	[[O'Riley]] timmy mccallum
1	Timmy McCallum shooting	NO PERPETRATOR	NO DIALOGUE
1	Audrey Hilden's murder	NO PERPETRATOR	[[Catherine]] our only suspect apparently commits suicide
2	Kevin McCallum assault	Kevin McCallum	[[Kevin_McCallum]] i ca n't talk about it
2	Audrey Hilden murder investigation	NO PERPETRATOR	[[Catherine]] our only suspect apparently commits suicide
3	Sexual harassment and murder investigation	NO PERPETRATOR	[[Catherine]] so , get this -- anthony haines had a sexual harassment suit filed against him recently
3	Warehouse party assault	NO PERPETRATOR	[[J.J.]] we go to the warehouse all the time ... just go there to party , talk about chicks
3	Bruises from sports	NO PERPETRATOR	[[Earl]] i ride bmx bikes ... play soccer
3	Stray bullet shooting	NO PERPETRATOR	[[Zachary]] we were just messing around
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Lori Hutchins death    NO PERPETRATOR    NO DIALOGUE
0	Toby Wellstone overdose    NO PERPETRATOR    NO DIALOGUE
1	Toby Wellstone overdose    NO PERPETRATOR    NO DIALOGUE
1	Lori Hutchins murder    Unknown Perpetrator    [[Robbins]] someone else shot her
1	Unidentified young woman death    NO PERPETRATOR    NO DIALOGUE
1	Tranquilizer gun investigation    Harper Fitzgerald    [[Grissom]] a harper fitzgerald
2	Lori Hutchins murder    Rhone Confer    [[Catherine]] well , we found your prints on the rail going down into the cargo hold
2	Jill Frommer suicide    NO PERPETRATOR    NO DIALOGUE
2	Horse infection and smuggling    NO PERPETRATOR    [[Grissom]] uncut diamonds ?
2	Jill and Toby influence    NO PERPETRATOR    NO DIALOGUE
3	Mrs Frommer neglect and murder    Mrs_Frommer    [[Sara]] we 're going to write you up on murder , and then i 'm going to call child services
3	Lori Hutchins murder    Rhone Confer    [[Grissom]] high-powered pneumatic guns do n't need to be loaded to leave a mark
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Car accident caused by man in raccoon suit	Man in raccoon suit	[[Truck_Driver]] you can breathalize me all you want , but the broad came right at me
0	Freezer death, shotgun wound	NO PERPETRATOR	NO DIALOGUE
0	Man in raccoon suit shot and hit	Man in raccoon suit	[[Catherine]] so , he was shot and hit by a car
1	Man in raccoon suit identity	Robert Pitt	[[Warrick]] robert pitt
1	Shotgun murder weapon Momossberg 500	NO PERPETRATOR	NO DIALOGUE
1	Warehouse shooting and kidnapping	Gunman	[[George_Bartell]] he shot al
2	Man in blue cat costume	NO PERPETRATOR	NO DIALOGUE
2	Painted car suspect	NO PERPETRATOR	NO DIALOGUE
2	Rocky raccoon targeted with civet oil and ipecac	NO PERPETRATOR	[[Catherine]] civet oil and ipecac
3	Robbery, kidnapping, murder setup	Virgil	[[Virgil]] yeah
3	Virgil accuses cousin George of setup	George Bartell	[[Virgil]] my own blood , and you set me up
3	Truck accident investigation, coyote shot	Ranger	[[Ranger]] so , i , uh , took care of it
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Head found in tub    NO PERPETRATOR    NO DIALOGUE
0	Buried alive torture    NO PERPETRATOR    NO DIALOGUE
1	Ross Jenson disappearance    NO PERPETRATOR    NO DIALOGUE
1	GHB sedation suspicion    NO PERPETRATOR    NO DIALOGUE
2	Ross Jenson disappearance    NO PERPETRATOR    NO DIALOGUE
3	Ross Jenson disappearance    Eric_Brooks    [[Catherine]] you were there
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Car bomb explosion	NO PERPETRATOR	NO DIALOGUE
0	Amelia Rueben's death	NO PERPETRATOR	[[Sara]] mr rueben , i 'm very sorry to have to tell you this , but your wife is dead
1	Amelia Rueben poisoning	Sam Hopkins	[[Sara]] it 's a match prt on the hot tub dial was sam hopkins
2	Lava flow ingredients case	Beth Dunbar	[[Catherine]] take her in
3	Amelia Rueben poisoning	NO PERPETRATOR	[[Sara]] i dusted the bottle i got prints
3	Lava flow bomb case	Beth Dunbar	[[Catherine]] mrs dunbar , you killed three innocent people
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Construction worker's murder    NO PERPETRATOR    NO DIALOGUE
0	Marlene Mitchell shooting    NO PERPETRATOR    NO DIALOGUE
1	Clothing store theft    NO PERPETRATOR    NO DIALOGUE
1	Brian Haddick's death    NO PERPETRATOR    NO DIALOGUE
1	Marlene Mitchell shooting    NO PERPETRATOR    NO DIALOGUE
2	Brian Haddick's murder    Benny_Lizzio    [[Warrick]] dna does n't lie
2	Brian Haddick's murder    NO PERPETRATOR    NO DIALOGUE
3	Brian Haddick's murder    Aaron_Gilbert    [[Sara]] yeah , she gave us your hammer and this
3	Brian Haddick's murder    Jared_Gilbert    [[Warrick]] look , jared , i 'm not a cop , but if you tell me what happened , i will put in a good word for you
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Debbie Marlin murder	NO PERPETRATOR	[[Brass]] dr clark and his 'steady hand' haven't been seen or heard from since, so you don't have to be a brain surgeon to guess what I'm thinking
1	Dismembered victim case	NO PERPETRATOR	[[Warrick]] i think i found the victim's internal organs
2	Dismemberment with scalpel	NO PERPETRATOR	[[Catherine]] i think the butcher was a doctor
3	Debbie Marlin and Michael Clark murders	Vincent_Lurie	[[Grissom]] so you took her life
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Supermarket robbery    NO PERPETRATOR    NO DIALOGUE
0	Shooting at supermarket    NO PERPETRATOR    NO DIALOGUE
1	Robbery timing and planning    NO PERPETRATOR    NO DIALOGUE
1	Officer Clay's murder    Clyde Tremmel    [[Robbins]] excessive penetration and laceration of the brain suspect clyde tremmel
1	Shooting by Jack Delver    Jack Delver    [[Robbins]] suspect jack delver
2	Getaway car evidence    NO PERPETRATOR    NO DIALOGUE
2	Todd Hallickey car theft    Todd_Hallickey    [[Todd_Hallickey]] i do n't boost cars no more
3	Todd Hallickey chemical burn    Todd_Hallickey    [[Brass]] you know what sodium hydroxide is ?
3	Felony murder charges    Todd_Hallickey    [[Warrick]] hallickey 's got no connection to the grocery store
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Trent couple murders	Mike Trent's assailants	[[Robbins]] if you 're close enough to stun him , you 're close enough to shoot him
1	Ex-partner murder	Kyle Goode	[[Kyle_Goode]] my ex-partner 's murdered
1	Gunshot murder unknown	NO PERPETRATOR	NO DIALOGUE
2	Casino money bloodstain	NO PERPETRATOR	[[Sara]] i got a bloodstain
2	Kyle Goode hostility	Kyle Goode	[[Kyle_Goode]] you 're going to break them
3	Mike Trent murders	Kyle Goode	[[Kyle_Goode]] but i 'll say this for sure : i did n't kill him
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Roller coaster derailment  NO PERPETRATOR  [[Brass]] six dead
0	Body dump in wilderness  NO PERPETRATOR  [[David_Phillips]] if you 're going to drive all the way out here to dump a body , why not take another ten minutes and bury her ?
0	Roller coaster maintenance  NO PERPETRATOR  [[Woody]] no , no , there 's , uh ... eight wheels per train they-they 'd all have to be loose , and , uh ... that just does n't happen
0	Missing girl found dead  NO PERPETRATOR  [[Warrick]] i 'm just saying , she did n't check on her own kid , you know ?
1	Multiple deaths at park  NO PERPETRATOR  [[Robbins]] now , gary clodfelter died of shock
1	Jim Nevins murder  NO PERPETRATOR  [[Grissom]] nevins may have never been in the roller coaster
1	Jim Nevins presence at park  NO PERPETRATOR  [[Zack_Lawrence]] his red t-bird was out there
2	Sabotaged roller coaster tracks  NO PERPETRATOR  [[David_Hodges]] your killer has a rash
2	Animal feces trace evidence  NO PERPETRATOR  [[Warrick]] couple of months back , they were hired by the victim 's mother
2	Blood in suspect's truck  Justin_Mack  [[Warrick]] thanks
3	Murder of Tessa Press  Raina_Press  [[Raina_Press]] she was trying to steal him from me
3	Roller coaster sabotage  Zack_Lawrence  [[Sara]] you tampered with the screws
3	Murder of Jim Nevins  Zack_Lawrence  [[Grissom]] so when the roller coaster did n't derail , you took things into your own hands
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Ernie Menlo's murder	NO PERPETRATOR	NO DIALOGUE
1	Apartment roommate murder	NO PERPETRATOR	NO DIALOGUE
2	Apartment roommate murder	NO PERPETRATOR	NO DIALOGUE
3	Double murder by Joe Greene	Joseph_Greene	[[Warrick]] are you trying to tell me that your own father set you up ?
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Linley Parker assault    NO PERPETRATOR    [[Linley_Parker]] 4-4-6
0	Emma Dobbins murder    NO PERPETRATOR    [[Warrick]] victim was a 32-year-old caucasian female , emma dobbins
1	Linley Parker assault    Todd Coombs    [[Linley_Parker]] that 's the guy who raped me
1	Linley Parker assault    NO PERPETRATOR    [[Greg]] well , according to the dna results , todd coombs is not your rapist
2	Linley Parker murder    NO PERPETRATOR    [[Robbins]] 'cause of death , asphyxia due to strangulation
3	Linley Parker and Emma Dobbins murders    Todd Coombs    [[Todd_Coombs]] i raped and murdered emma dobbins and linley parker
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Alicia's kidnapping    NO PERPETRATOR    [[April_Perez]] somebody took alicia
0	Kidnapping suspect description    NO PERPETRATOR    [[April_Perez]] a black guy , uh
0	Family illness and transplant    NO PERPETRATOR    [[Sara]] 'last night i did n't sleep very good
1	Alicia's murder    NO PERPETRATOR    [[Catherine]] well , her face is covered , that means remorse , guilt
1	Alicia's cause of death    NO PERPETRATOR    [[Grissom]] which means april perez was lying about the abduction
2	Internet account traced    Sybil_Perez    [[Archie_Johnson]] the final results appear on screen .  [[Archie_Johnson]] sybil perez
2	Family drug use evidence    NO PERPETRATOR    [[Sara]] i guess they did n't want her complaining while they were mining her body for healthy cells
2	Forensic evidence on body    NO PERPETRATOR    [[Sara]] looks like the lividity marks on alicia 's body
3	Forensic evidence links father    Carlos_Perez    [[Greg]] those blue fibers are consistent with the blanket that the girl was wrapped in and the shoe prints that i found at the scene , they 're a match to the father 's work boots
3	Daniel Perez confession    Daniel_Perez    [[Daniel_Perez]] i could n't watch her suffer anymore
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Vanessa Keaton drowning    NO PERPETRATOR    [[David_Phillips]] foam in her nose and mouth
0	Vanessa Keaton drowning    NO PERPETRATOR    [[David_Phillips]] it 's consistent with drowning
0	Vanessa Keaton drowning    NO PERPETRATOR    [[David_Phillips]] she 's been dead less than two hours
0	Vanessa Keaton drowning    NO PERPETRATOR    [[Brass]] well , this one sprung a dead woman ... vanessa keaton
0	Landlord murder    NO PERPETRATOR    NO DIALOGUE
0	Vanessa Keaton assault    NO PERPETRATOR    [[Robbins]] four , uniform diameter , perimortem , non-lethal
0	Vanessa Keaton assault    NO PERPETRATOR    [[Robbins]] no corresponding holes in her dress
0	Vanessa Keaton assault    NO PERPETRATOR    [[Robbins]] collected lubricant from the labia
0	Vanessa Keaton assault    NO PERPETRATOR    [[Robbins]] i do n't know if she had a date with her husband or herself
1	Vanessa Keaton drowning location    NO PERPETRATOR    [[David_Hodges]] the diatoms on the left are from the water found in your victim 's lungs and the diatoms on the right are from the fountain not a match
1	Vanessa Keaton drowning location    NO PERPETRATOR    [[Greg]] which means she did n't drown there
1	Vanessa Keaton drowning location    NO PERPETRATOR    [[David_Hodges]] vanessa keaton died in a pool
1	Vanessa Keaton body in arcade    NO PERPETRATOR    [[Marty_Gleason]] bitch in a box
1	Vanessa Keaton affair    Paul_Brady    [[Paul_Brady]] yeah
1	Landlord murder    Charlie_Pinscher    [[Warrick]] charlie confessed to killing the landlord
2	Fake Vanessa photo    NO PERPETRATOR    [[Grissom]] here we go
2	Fake Vanessa photo    NO PERPETRATOR    [[Sara]] vanessa keaton
2	Landlord murder weapon    NO PERPETRATOR    [[Warrick]] the first victim was killed with a weapon of opportunity , the table saw
2	Landlord murder weapon    NO PERPETRATOR    [[Warrick]] the second victim gets a crack on the head
2	Landlord murder weapon    NO PERPETRATOR    [[Warrick]] yeah
2	Landlord murder weapon    NO PERPETRATOR    [[Warrick]] a little store security
2	Landlord murder bat assault    Mrs._Basengi    [[Warrick]] luckily , she left her prints behind
2	Landlord murder bat assault    Mrs._Basengi    [[Warrick]] we had them on file from an assault case in '98
2	Landlord murder bat assault    Mrs._Basengi    [[Marty_Gleason]] yeah , from what i hear , she did a lousy job cleaning that bat
2	Vanessa Keaton stabbing    NO PERPETRATOR    [[Sara]] vanessa was n't stabbed four times with a skewer
2	Vanessa Keaton stabbing    NO PERPETRATOR    [[Sara]] she was stabbed twice with a two-pronged instrument
3	Amy Keaton stabbing Vanessa    Amy_Keaton    [[Sara]] your stepmother 's blood is on the tines , and your fingerprints are on the handle
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Pledge's death in fraternity  NO PERPETRATOR  NO DIALOGUE
1	Debby Reston abduction and murder  NO PERPETRATOR  [[Grissom]] so , he knew we would find this and now he 's taunting us
2	Kaitlin Rackish disappearance  NO PERPETRATOR  NO DIALOGUE
2	Debby Reston killer's identity  NO PERPETRATOR  NO DIALOGUE
3	John Mathers wrongful conviction  NO PERPETRATOR  [[John_Mathers]] i 'm not the killer
3	Copy union employee suspect Kevin Greer  Kevin Greer  [[Campus_Security_Officer_2]] kevin greer works at the copy union
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Wendy Garner murder    NO PERPETRATOR    NO DIALOGUE
1	Wendy Garner murder    NO PERPETRATOR    NO DIALOGUE
1	Botched surgery death    NO PERPETRATOR    NO DIALOGUE
2	Transgender surgery murders    Mona_Lavalle_(Karl_Benway)    [[Brass]] yeah , like three days ago , when you killed vern saldusky at the e-z access storage unit ?
3	Wendy Garner murder    Francis    [[Brass]] you went back to the storage area to get rid of vern 's body
3	Wendy Garner murder    Francis    [[Francis]] i tried to protect my wife 's work
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Tyson Plummer shooting    NO PERPETRATOR    NO DIALOGUE
