scene_chunk	case_summary	perpetrator	evidence_in_dialogue
3	Kristy Hopkins' murder  Jack_Willman    [[Jack_Willman]] i was her pimp
3	Car rental bombing  Tyler_Stirling  [[Tyler_Stirling]] i mean , they threw him out like trash
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Baby Zack's kidnapping   NO PERPETRATOR   [[Grissom]] i have your son
1	Baby Zack's kidnapping   NO PERPETRATOR   [[Grissom]] i have your son
2	Baby Zack's kidnapping   NO PERPETRATOR   [[Grissom]] i have your son
3	Baby Zack's death    Robbie_Anderson   [[Tyler_Anderson]] what did you do , robbie ?
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Vehicular manslaughter  Lisa    [[Lisa]] it was just a pothole
0	Clemonds' murder   NO PERPETRATOR    [[Dr._Albert_Robbins]] printed your hit-and-run
0	Caffeine wars murders  NO PERPETRATOR    [[Brass]] welcome to the caffeine wars
1	Caffeine wars murders  NO PERPETRATOR    [[Dr._Albert_Robbins]] it 's been a hell of a night
1	Clemonds' murder   NO PERPETRATOR    [[Greg_Sanders]] just put your nose down the scope
2	Clemonds' murder   Adam Walkey  [[Grissom]] a killer
2	Caffeine wars murders  NO PERPETRATOR    [[Catherine]] the target was erin ... the pregnant girl and the rest was damage control
3	Clemonds' murder   Mark Rucker  [[Mark_Rucker]] i want a lawyer
3	Caffeine wars murders  Brad Kendall    [[Brad_Kendall]] it was a one-time thing
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Eileen Snow's murder   NO PERPETRATOR   NO DIALOGUE
0	Strip Strangler case   NO PERPETRATOR   [[Agent_Culpepper]] we 'll work the 'strip strangler ' case in conjunction
1	Possible staged murder  NO PERPETRATOR   NO DIALOGUE
2	Audrey Hayes' murder  NO PERPETRATOR   NO DIALOGUE
2	Eileen Snow's murder   NO PERPETRATOR   NO DIALOGUE
3	Strip Strangler case    Syd_Goggle   [[Syd_Goggle]] i do n't know what you 're talking about
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Tony Braun's overdose  NO PERPETRATOR   [[Brass]] drug overdose
1	Tony Braun's murder  Janine Haywood [[Grissom]] janine haywood said that she left the house when the drug dealer arrived
1	Duct tape prints  Walt Braun  [[Nick]] came back : 'walt braun '
2	Tony Braun's murder  Walt Braun  [[Grissom]] walt braun lied
3	Tony Braun's murder  Bonnie Ritten  [[Grissom]] whoever 's prints are on the duct tape is missing an earring back
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Barry's locker graffiti  Barry_Schickle [[Barry_Schickle]] i 'm telling you , man
0	Barry's murder  NO PERPETRATOR   NO DIALOGUE
1	Mr. Cartsen's identity  NO PERPETRATOR   NO DIALOGUE
2	William Cartsen's identity  NO PERPETRATOR   NO DIALOGUE
2	Moses's disturbance  NO PERPETRATOR   NO DIALOGUE
3	Barry's murder    Julia_Barett   [[Julia_Barett]] i did this for my kids
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Dead body found  Ben Jennings [[Sgt._O'Riley]] caught him red-handed
0	Shelley Danvers' death  NO PERPETRATOR   [[Brass]] body is shelley danvers
0	Oliver Dunne's murder NO PERPETRATOR   [[Robbins]] oliver dunne
1	Another body found  Benjamin_Jennings  [[Grissom]] any more bodies you want to tell me about ?
1	Shelley Danvers' death  NO PERPETRATOR   [[Catherine]] oh , i hope that 's shelley danvers the woman from the hotel spa
2	Kenny Ramirez's murder  Benjamin_Jennings  [[Grissom]] yeah , i imagine he does
2	Shelley Danvers' death  NO PERPETRATOR   [[Brass]] well , my guy in the hotel lounge tells me that tina and shelley were having a catfight over some dude named jeremy the day she died
2	Oliver Dunne's murder NO PERPETRATOR   [[Sgt._O'Riley]] i was on with dispatch
3	Oliver Dunne's murder Roger_Jennings  [[Grissom]] the flour said you did
3	Shelley Danvers' murder Tina_Kolas  [[Tina_Kolas]] i did n't mean to kill her
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Casino robbery  NO PERPETRATOR  [[Brass]] hey , they got away with 250k
0	Dustin Bale's murder  NO PERPETRATOR  [[Officer_Spencer]] body 's behind the counter
1	Adam Brower's murder  NO PERPETRATOR  [[Robbins]] someone did n't want to share
1	Dustin Bale's murder  Tammy Felton  [[Catherine]] tammy felton
2	Casino robbery  Tammy Felton  [[Grissom]] tammy felton ?
2	Dustin Bale's murder  Darin Hanson  [[Sara]] the print on the outside doorknob belongs to an ex-con , darin hanson
2	Tammy Felton's murder  NO PERPETRATOR  [[Catherine]] it 's tammy
3	Darin Hanson's murder  Officer_Spencer  [[Brass]] how does a cop hook up with an ex-con like darin ?
3	Casino robbery  Max Duncan  [[Grissom]] well done , warrick
3	Dustin Bale's murder  Officer_Spencer  [[Officer_Spencer]] more than i 'd make in a lifetime
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Con man's murder   NO PERPETRATOR   NO DIALOGUE
1	Ellie's homicide  NO PERPETRATOR   NO DIALOGUE
2	Keith's throat shooting  NO PERPETRATOR   NO DIALOGUE
3	Keith's murder    Marty_Gillmore  [[Warrick]] you shot driscoll ... ... with his firearm
3	Avery's shooting   NO PERPETRATOR   [[Marty_Gillmore]] she 's supposed to be in jail for shooting avery at the casino
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Kimble's murder Brass  gunshot wound to the chest
1	Kimble's murder Russ_Bradley  i stop paying alimony the day mike and jane get married
2	NO SUMMARY  NO PERPETRATOR  NO DIALOGUE
3	NO SUMMARY  NO PERPETRATOR  NO DIALOGUE
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Monica's murder Cal Newman  [[Catherine]] well , you do the math : dead female spouse plus missing husband ... equals murder
0	Cal's murder    NO PERPETRATOR   [[Nick]] oh , man !
0	Tuscadero high 419  NO PERPETRATOR   [[Grissom]] dispatch called in a 419 at tuscadero high school
1	Mandy Kirk's murder NO SUMMARY   NO PERPETRATOR   [[Sara]] how come nobody heard her scream ?
1	Cal's murder    NO PERPETRATOR   [[Grissom]] we found his right hand caught in a pool filter
1	Monica's murder NO PERPETRATOR   [[Grissom]] she had help
2	Cal's murder    NO PERPETRATOR   [[Grissom]] cal newman wore size tens
2	Monica's murder NO PERPETRATOR   [[Nick]] she was cheating on her husband
2	Chuck Darwell's murder  NO PERPETRATOR   [[Sara]] yeah\n[[Sara]] too bad everybody did n't make it
2	Newman house murder  NO PERPETRATOR   [[Nick]] yeah , so all i 've got is an errant blond hair , a tooth filling and some detritus from the bottom of the pool
2	Nicole Exmoor's poisoning  NO PERPETRATOR   [[Lockwood]] said that she ate something that did n't agree with her
3	Mandy Kirk's murder Nicole Exmoor [[Lockwood]] i 'm placing you under arrest for the murder of amanda kirk
3	Mildew infection  NO PERPETRATOR   [[Grissom]] you had a reaction
3	Cal and Monica's murder Jeri Newman [[Catherine]] you hired him to kill your ex-husband and his new wife
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Magician's assistant disappearance    NO PERPETRATOR   [[Zephyr]] ladies and gentlemen i ca n't quite explain
0	Gus Kenyon's murder    NO PERPETRATOR   [[Catherine]] we understand that , sir , but this is a crime scene
1	Gus Kenyon's murder    NO PERPETRATOR   [[Nick]] yeah , but this does n't work , 'cause the batteries suck
1	Zoe Clein's disappearance    NO PERPETRATOR   [[Sara]] zoe 's bedroom seems intact
2	Gus Kenyon's murder    NO PERPETRATOR   [[Catherine]] kick ass
2	Zephyr's murder    NO PERPETRATOR   [[Robbins]] learn something new every day do n't you ?
3	Gus Kenyon's murder    Samantha_Dean   [[Samantha_Dean]] what would you be willing to do to save the life of your child ?
3	Punky Dillinger's murder    Zephyr  [[Zephyr]] yeah , but he served better as a prop
3	Zoe Clein's disappearance    Zephyr  [[Zephyr]] you know , lucky for me she let me have some before she mysteriously disappeared
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Snuff film murder  NO PERPETRATOR   [[Grissom]] that was a murder ... on 16 millimeter
0	Body in a box  NO PERPETRATOR   [[Brass]] what about our person ?
1	Skull murder  NO PERPETRATOR   [[Teri_Miller]] so he was probably murdered near some large animals
2	Body dump, Bidahochy range  NO PERPETRATOR   [[Catherine]] bidahochy range
3	Susan Hodap's murder  NO PERPETRATOR   [[Robbins]] susan hodap , 26
3	Randy Traschel's murder  Billy_Rattison  [[Grissom]] mr rattison , want to explain this ?
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Human hand discovery    NO PERPETRATOR   NO DIALOGUE
0	Linda Damen's suicide  NO PERPETRATOR   [[Det._'Sully'_Sulik]] girl 's name is linda damen , 23 , apparent suicide
0	Petrov Samsko's ID  NO PERPETRATOR   [[Grissom]] petrov samsko
1	Petrov Samsko's murder  NO PERPETRATOR   [[Catherine]] i guess petrov was that until somebody killed him
1	Linda Damen's overdose  NO PERPETRATOR   [[Warrick]] she did have a huge dose of valium , ingested less than an hour before her time of death
2	NO SUMMARY  NO PERPETRATOR   NO DIALOGUE
3	Linda Damen's murder  John_Damen   [[John_Damen]] it was supposed to be a suicide attempt
3	Petrov Samsko's murder  Hostess [[Hostess]] well , i 've seen you
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Fred Stearns' death    NO PERPETRATOR   [[Robbins]] case 03-615
0	Amy Ennis' surgery  NO PERPETRATOR   [[Robbins]] amy ennis
0	Blood in trash  NO PERPETRATOR   [[Daniel_Easton]] you found blood ... in my trash can ?
1	Fred Stearns' poisoning   Marty_Gibson    [[Grissom]] i think maybe it 's time to open a relationship with marty gibson
1	Amy Ennis' identity  NO PERPETRATOR   [[Nick]] prints came back to somebody named 'kelly easton '
2	Fred Stearns' poisoning   Marty_Gibson    [[Grissom]] marty gibson
2	Dog eaten by snake  NO PERPETRATOR   [[Snake_Handler]] said a snake ate her dog
3	Kelly Easton's murder   Nora_Easton [[Brass]] you 're under arrest for the murder of kelly easton
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Sugarman's murder  NO PERPETRATOR   [[Catherine]] yeah , somebody beat him to it
0	McCallum's murder  NO PERPETRATOR   [[O'Riley]] fifteen-and-a-half
1	McCallum's murder  NO PERPETRATOR   [[Warrick]] there 's nothing harmless about death
1	Hilden's murder    NO PERPETRATOR   [[Grissom]] i think she was strangled first and then hanged
2	McCallum's murder  NO PERPETRATOR   [[Warrick]] kevin , who did this to you , man ?
2	Hilden's murder    Kelly_Goodson   [[Grissom]] mr haines ?
3	Hilden's murder    Kelly_Goodson   [[Catherine]] uh-huh , from one of the showgirls
3	McCallum's murder  NO PERPETRATOR   [[Zachary]] jj found a gun in north town
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Lori's death  NO PERPETRATOR   [[Brass]] the victim 's name is lori hutchins
0	Toby's overdose  NO PERPETRATOR   [[Warrick]] intentional overdose
1	Toby's overdose  NO PERPETRATOR   [[Robbins]] third time 's the charm
1	Lori's murder    Harper Fitzgerald  [[Robbins]] someone else shot her
1	Prom dress death    NO PERPETRATOR   [[Sara]] seems like romeo had a juliet
2	Lori's murder    Harper Fitzgerald  [[Rhone_Confer]] i helped harper out with a party at the orpheus about a year ago
2	Jill's death  NO PERPETRATOR   [[Mrs._Frommer]] i think it 's pretty clear that my daughter 's life was just way out of my hands
2	Diamond smuggling   NO PERPETRATOR   [[Grissom]] the horse is a 'mule '
2	Jill's baby  NO PERPETRATOR   [[Greg]] two halves make a whole
3	Jill's murder   Mrs. Frommer    [[Mrs._Frommer]] they were beyond saving
3	Lori's murder    Rhone Confer    [[Rhone_Confer]] freakin ' pony lover
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Car accident  NO PERPETRATOR  [[Truck_Driver]] you can breathalize me all you want , but the broad came right at me
0	Freezer murder  NO PERPETRATOR  [[Sara]] single blast
0	Raccoon suit murder  NO PERPETRATOR  [[Catherine]] so , he was shot and hit by a car
1	Robert Pitt's murder   NO PERPETRATOR  [[Warrick]] i got an afis hit
1	Freezer murder  Gunman  [[Gunman]] shut up !
2	Robert Pitt's murder   NO PERPETRATOR  [[Grissom]] so i guess we 're looking for a wolf ... in wolf 's clothing
2	Al Sesto's murder  George_Bartell  [[Sara]] george\n [[Sara]] i 'm afraid you and your pants are going to be here for a while
3	Al Sesto's murder  Virgil  [[Virgil]] i should have shot you in that freezer
3	Car accident  NO PERPETRATOR  [[Ranger]] must be here about that accident
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Head in tub  NO PERPETRATOR  [[Grissom]] i heard you got some head
0	Buried alive murder  NO PERPETRATOR  [[Grissom]] this was n't just murder
1	Ross Jenson homicide  NO PERPETRATOR  [[Brass]] this is a homicide investigation
1	Dog drugged with GHB  NO PERPETRATOR  [[Dale_Sterling]] there were traces of ghb in his system
2	Ross Jenson's Jackpot trip  NO PERPETRATOR  [[Catherine]] the day ross jenson left vegas , he used mapquest to get directions from his dorm to jackpot
3	Ross Jenson's murder  Eric_Brooks   [[Catherine]] you were there
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Valet bombing    Adam_Watson [[Adam_Watson]] i got this one
0	Amelia's death  NO PERPETRATOR   NO DIALOGUE
1	Amelia's murder   NO PERPETRATOR   NO DIALOGUE
2	NO SUMMARY  Beth_Dunbar  [[Catherine]] take her in
3	Triple homicide    Beth_Dunbar  [[Beth_Dunbar]] that bomb was supposed to go off at 8:30 on his way to the airport
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Construction site murder   NO PERPETRATOR   [[Construction_Worker]] we-we got a problem
0	Marlene Mitchell's murder   NO PERPETRATOR   [[David_Phillips]] hey , uh , mrs marlene mitchell , 32
1	Mall walk-out theft  NO PERPETRATOR   [[Archie]] she did a walk out
1	Mitchell's murder distance  NO PERPETRATOR   [[Nick]] thanks , catherine
2	Haddick murder investigation  NO PERPETRATOR   [[Brass]] here i 'm looking for three guys , but you only found one hammer with blood on it , so who do you want me to follow ?
2	Haddick's murder   Benny_Lizzio   [[Warrick]] the blood on your shoe is a match to brian haddick 's
3	Mitchell's gunfire   NO PERPETRATOR   [[Young_Mother]] johnnie , the idiot behind us , was playing like g.i
3	Haddick's murder   Aaron and Jared  [[Warrick]] jared ... ai n't braces a bitch ?
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Debbie Marlin's murder   Michael Clark    [[Brass]] dr clark and his 'steady hand ' have n't been seen or heard from since , so you do n't have to be a brain surgeon to guess what i 'm thinking
1	NO SUMMARY  NO PERPETRATOR   NO DIALOGUE
2	Debbie Marlin's murder   Michael Clark    [[Catherine]] a killer with knowledge of anatomy whose tool is a scalpel\n
3	Debbie Marlin's murder   Vincent Lurie   [[Grissom]] ... but you did
3	Michael Clark's murder  Vincent Lurie   [[Grissom]] you killed them both , and now you have nothing
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Supermarket robbery  NO PERPETRATOR   [[Brass]] officer clay entered the store unaware of a robbery that was in progress
1	Officer Clay's murder  Clyde Tremmel  [[Robbins]] officer clay was killed by a single close-range shotgun blast to the back of the head\nSuspect Jack Delver  NO PERPETRATOR   [[Robbins]] two distant-range , medium-caliber gunshot wounds to the front of the chest , with penetration of the lung and heart
2	Stolen car connection  Todd_Hallickey  [[Brass]] we matched your prints from a stolen car off the prints from a prior car theft , and bingo , we had a match
3	Felony murder charges  Todd_Hallickey  [[Warrick]] hallickey 's got no connection to the grocery store
3	Grocery store informant  Raul Valdez  [[Nick]] ran the criminal records for the employees
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Trent's murder  NO PERPETRATOR  NO DIALOGUE
1	Ex-partner's murder  NO PERPETRATOR  [[Kyle_Goode]] my ex-partner 's murdered
1	Second body found  NO PERPETRATOR  NO DIALOGUE
2	Trent's murder  NO PERPETRATOR  NO DIALOGUE
3	Trent's murder  Kyle_Goode   [[Brass]] but your $ 20,000 incentive pulled the trigger
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Pharaoh's Fever accident   NO PERPETRATOR   [[Grissom]] pharaoh 's fever , yeah ... but my ride ended at the platform
0	Tessa Press's murder   NO PERPETRATOR   [[Warrick]] i hate these cases
1	Pharaoh's Fever accident   NO PERPETRATOR   [[Robbins]] introductions
1	Jimmy Nevins's murder   NO PERPETRATOR   [[Grissom]] albert ... dead men do n't ride roller coasters
2	Roller coaster sabotage   NO PERPETRATOR   [[Sara]] and we need to catch it
2	Tessa Press's murder   NO PERPETRATOR   [[Warrick]] i 've been looking for you
3	Tessa Press's murder   Raina_Press [[Raina_Press]] i bought tessa a bus pass , and that little slut still gets my guy to pick her up after school
3	Pharaoh's Fever accident   Zack_Lawrence [[Zack_Lawrence]] oh , but you see , she was lying
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Ernie Menlo's murder   NO PERPETRATOR   two shots to the back of the head
1	Teddy Deller's murder  NO PERPETRATOR   looks like the roommate 's home after all
2	Teddy Deller's murder  NO PERPETRATOR   like find out who murdered those two kids in number 27
2	Davis Mullin's murder  NO PERPETRATOR   like find out who murdered those two kids in number 27
3	Teddy Deller's murder  Joseph_Greene   i 'll be there in a minute
3	Davis Mullin's murder  Joseph_Greene   hey ... hey
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Linley Parker assault  NO PERPETRATOR   [[Catherine]] i know that you 've been through a horrific ordeal
0	Emma Dobbins murder   NO PERPETRATOR   [[Warrick]] victim was a 32-year-old caucasian female , emma dobbins
1	Linley Parker assault  Todd_Coombs [[Linley_Parker]] that 's the guy who raped me
2	Linley Parker murder   NO PERPETRATOR   [[Robbins]] 'cause of death , asphyxia due to strangulation
3	Emma Dobbins murder   Todd_Coombs [[Todd_Coombs]] my name is todd coombs
3	Linley Parker murder   Todd_Coombs [[Todd_Coombs]] my name is todd coombs
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Alicia's disappearance    NO PERPETRATOR   [[April_Perez]] somebody took alicia
1	Alicia's murder    NO PERPETRATOR   [[Brass]] a tour helicopter spotted her around 4:00 p.m
2	Alicia's murder    Sybil_Perez [[Archie_Johnson]] sybil perez
3	Alicia's murder    Daniel_Perez [[Daniel_Perez]] i could n't watch her suffer anymore
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Vanessa's drowning    NO PERPETRATOR   [[Brass]] well , this one sprung a dead woman ... vanessa keaton
0	Landlord's murder    NO PERPETRATOR   [[Nick]] killer strolls in next thing you know , landlord 's deli meat
1	Vanessa's drowning    NO PERPETRATOR   [[Greg]] vanessa keaton died in a pool
1	Melissa's murder   NO PERPETRATOR   [[Warrick]] what about her ?
1	Basengi's murder    Charlie_Pinscher   [[Warrick]] charlie confessed to killing the landlord
2	Melissa's murder    Mrs._Basengi   [[Mrs._Basengi]] you slut !
3	Vanessa's murder    Amy_Keaton  [[Grissom]] your stepmother 's blood is on the tines , and your fingerprints are on the handle
3	Statutory rape  Tom_Cunningham  [[Brass]] she 's fifteen
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Pledge's death  NO PERPETRATOR  [[Catherine]] maybe you can explain why the pledge who swallowed this key ended up dead
1	Debby Reston's abduction  NO PERPETRATOR  [[Grissom]] so , he can attack her , abduct her , rape her and strangle her , but he ca n't look directly at her ?
2	Mathers' van  NO PERPETRATOR  [[Grissom]] so , our killer was driving around in mathers ' old van
3	John Mathers' crimes  John_Mathers [[John_Mathers]] i worked campus security
3	Kaitlin Rackish's murder  Kevin Greer [[Campus_Security_Officer_2]] kevin greer
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Wendy Garner's murder   NO PERPETRATOR   [[Catherine]] ... and slash their throat
1	Wendy Garner's murder   NO PERPETRATOR   [[Nick]] wendy lived here at 118 sunshine road in green valley
1	Storage unit murder   NO PERPETRATOR   [[Warrick]] oh , god
2	Vern's botched surgery   Mona_Lavalle_(Karl_Benway)   [[Brass]] yeah , like three days ago , when you killed vern saldusky at the e-z access storage unit ?
2	Wendy Garner's murder   Mona_Lavalle_(Karl_Benway)   [[Brass]] she saw you with vern
3	Wendy Garner's murder   Francis   [[Francis]] i tried to protect my wife 's work
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Tyson Plummer's murder  NO PERPETRATOR   [[Brass]] so , the gang unit says our d.b is a sixteen-year-old tyson plummer
0	Male DB by dumpster   NO PERPETRATOR   [[Greg]] we got a young male d.b by the dumpster
0	Leo Plummer's murder  NO PERPETRATOR   [[Officer]] this is lincoln three we 've got a four-fifteen-a on scene
0	Samuel Mendez's assault  NO PERPETRATOR   [[Nick]] hoo ... so , you 've got a samuel mendez with a cracked skull listed as death imminent , right ?
0	County lock-up assault  NO PERPETRATOR   [[Dr._Franks]] well , he came from county lock-up must have been a hell of a fight
1	Boy in rubber bin  NO PERPETRATOR   ( The lid is removed from the rubber bin Sara holds the flashlight above and looks into the bin at the dead boy . )
1	Devon Malton's abuse  Lorna Tenney  [[Sara]] devon malton , age five , last known residence was a foster home run by a lorna tenney
1	Mendez identity swap  NO PERPETRATOR   [[Catherine]] well , there 's only one way to find out i 'll have to take his prints
2	Print on rubber bin  Phillip Riley  [[Sofia_Curtis]] your print belongs to an enlisted man private first class phillip riley
2	Mendez's assault  Vincent Mendoza  [[Warrick]] ... and one suspect -- vincent mendoza ... booked for meth manufacture
2	Execution-style murder  NO PERPETRATOR   [[Nick]] ran it though ibis it was used in an execution-style murder
3	Sam Mendez's murder  Vincent Mendoza  [[Warrick]] well , it 's good to know , since your boot prints were found on the victim 's head
3	Devon Malton's murder  Divine   [[Sara]] dna 's a match to one of your hairs that you left on the body of a little boy
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Severed head case    NO PERPETRATOR   NO DIALOGUE
0	Chauffeur gunshot wound    Vincent Decarlo [[Sofia_Curtis]] hey , vinnie
1	Veronica Juarez's murder    NO PERPETRATOR   NO DIALOGUE
1	Bonnie Bakerset's wheelchair   NO PERPETRATOR   NO DIALOGUE
2	Veronica Juarez's murder    NO PERPETRATOR   NO DIALOGUE
2	Chauffeur gunshot wound    NO PERPETRATOR   NO DIALOGUE
3	Chauffeur's murder    Stuart_Manslow [[Stuart_Manslow]] but i got him good the second one
3	Veronica Juarez's murder    Juanito_Concha  [[Juanito_Concha]] immortality , bro
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Jane Doe murder  NO PERPETRATOR   [[Catherine]] do you think our jane doe was buried alive ?
0	Svetlana's disappearance  Andrew_Melton   [[Andrew_Melton]] i married , uh , june about a year after svetlana left
1	Svetlana's murder  NO PERPETRATOR   [[Nick]] svetlana ended up dead
2	Svetlana's murder  Andrew_Melton   [[Catherine]] svetlana 's blood was on the necklace worn by andrew melton 's current child bride
3	Svetlana's murder  Andrew_Melton   [[Andrew_Melton]] she never appreciated me
3	First victim's death  Vlad    [[Vlad]] again , girl already dead
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Martha Krell's murder   NO PERPETRATOR   [[Brass]] apparently , she was stabbed to death
0	Ty Hawkins's murder   NO PERPETRATOR   [[Det._Chris_Cavaliere]] victim 's in the bedroom
1	Ty Hawkins's murder   NO PERPETRATOR   [[Det._Chris_Cavaliere]] mother came in to wake him ... found him like this
1	Martha Krell's murder   NO PERPETRATOR   [[Robbins]] ms krell was violently stabbed to death
2	Ty Hawkins's murder   NO PERPETRATOR   [[Nick]] the shoe impression outside ty 's window matches the brother 's
2	Martha Krell's murder   Hayden_Michaels [[Grissom]] so you must have had your vasectomy reversed
3	Martha Krell's murder   Hayden_Michaels [[Hayden_Michaels]] the bitch broke into my car
3	Ty Hawkins's murder   Matthew_Hawkins  [[Matthew_Hawkins]] like i told him , i did it
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Garson's murder  Kenny_Valdez [[Hospital_Administrator]] we get all the inmates the prisons ca n't handle
1	Garson's murder  UNKNOWN Smothering with pillow
2	Garson's murder  Joanne_McKay  [[Sara]] your lipstick is on his underwear
3	Garson's murder  Joanne_McKay  [[Sara]] even tougher that your son was cheating on you ... with a man no less
scene_chunk	case_summary	perpetrator	evidence_in_dialogue
0	Alice Granger's murder  NO PERPETRATOR   [[Grissom]] usually when a killer covers the victim 's face , it suggests familiarity
1	Alice Granger's murder  Jeff Simon   [[Catherine]] gil , the suspect has a laptop in his vehicle that has a gps unit that 's honed in on the lab
2	Holly Pearson's murder  NO PERPETRATOR   [[Catherine]] looks like a small-caliber gunshot wound ... like the first victim
3	Alice Granger's murder  Jeff Simon   [[Catherine]] then why did we find your prints in it ?
3	Holly Pearson's murder  Jeff Simon   [[Catherine]] you had no reason to kill her , but you followed her home and worked up the nerve
